year,stateabbrev,liInc,lvalue,dlpop,lagliInc,dliInc
1930,"WI",8.987682,11.09305,,,
1931,"WI",8.860511,,,,
1932,"WI",8.703778,,,,
1933,"WI",8.672051,,,,
1934,"WI",8.774033,,,,
1935,"WI",8.94473,,,,
1936,"WI",9.0465,,,,
1937,"WI",9.074573,,,,
1938,"WI",9.01147,,,,
1939,"WI",9.03974,,,,
1940,"WI",9.096193,10.87785,.8870411,8.849684,1.232548
1941,"WI",9.252882,,,,
1942,"WI",9.403229,,,,
1943,"WI",9.540577,,,,
1944,"WI",9.575661,,,,
1945,"WI",9.615858,,,,
1946,"WI",9.557098,,,,
1947,"WI",9.48945,,,,
1948,"WI",9.514716,,,,
1949,"WI",9.493177,,.7237911,9.10123,1.959739
1950,"WI",9.565102,11.23187,.7654238,8.987682,2.887096
1951,"WI",9.632591,,.6995392,8.860511,3.860402
1952,"WI",9.650225,,.69139,8.703778,4.732232
1953,"WI",9.664118,,.7130909,8.672051,4.960332
1954,"WI",9.620564,,.8335066,8.774033,4.232659
1955,"WI",9.68034,,.9048176,8.94473,3.67805
1956,"WI",9.725752,,.9702063,9.0465,3.396258
1957,"WI",9.727004,,1.025529,9.074573,3.262157
1958,"WI",9.705584,,1.077485,9.01147,3.470569
1959,"WI",9.767164,,1.102567,9.03974,3.637123
1960,"WI",9.766432,11.48973,1.157856,9.096193,3.351192
1961,"WI",9.776591,,1.221595,9.252882,2.618546
1962,"WI",9.813269,,1.390481,9.403229,2.0502
1963,"WI",9.818992,,1.564832,9.540577,1.392074
1964,"WI",9.86898,,1.689086,9.575661,1.466599
1965,"WI",9.916327,,1.785741,9.615858,1.502342
1966,"WI",9.968989,,1.49725,9.557098,2.059455
1967,"WI",9.989549,,1.403289,9.48945,2.500496
1968,"WI",10.02694,,1.354351,9.514716,2.56114
1969,"WI",10.06197,,1.277337,9.493177,2.843976
1970,"WI",10.06702,11.53673,1.262965,9.565102,2.509599
1971,"WI",10.08721,,1.299801,9.632591,2.273078
1972,"WI",10.13724,,1.299314,9.650225,2.43506
1973,"WI",10.18516,,1.268477,9.664118,2.605224
1974,"WI",10.172,,1.146855,9.620564,2.757192
1975,"WI",10.16521,,1.083941,9.68034,2.424359
1976,"WI",10.20146,,1.015511,9.725752,2.37854
1977,"WI",10.24135,,.9815693,9.727004,2.571716
1978,"WI",10.27618,,.9336138,9.705584,2.852969
1979,"WI",10.27769,,.9080839,9.767164,2.552638
1980,"WI",10.24323,11.81585,.8668661,9.766432,2.383981
1981,"WI",10.22948,,.8230543,9.776591,2.264462
1982,"WI",10.22294,,.7760715,9.813269,2.04834
1983,"WI",10.2297,,.6910229,9.818992,2.053518
1984,"WI",10.27392,,.6419325,9.86898,2.024698
1985,"WI",10.28414,,.5749941,9.916327,1.839046
1986,"WI",10.31585,,.5338907,9.968989,1.734304
1987,"WI",10.33127,,.5234671,9.989549,1.708584
1988,"WI",10.3402,,.5212212,10.02694,1.566291
1989,"WI",10.36797,,.5186987,10.06197,1.530004
1990,"WI",10.36049,11.60607,.5134106,10.06702,1.467328
1991,"WI",10.34712,,.5356979,10.08721,1.299543
1992,"WI",10.37935,,.5538797,10.13724,1.210546
1993,"WI",10.38597,,.5905104,10.18516,1.004038
1994,"WI",10.41562,,.6164885,10.172,1.218061
1995,"WI",10.42579,,.6315422,10.16521,1.302896
1996,"WI",10.44559,,.6584311,10.20146,1.220665
1997,"WI",10.47541,,.6618404,10.24135,1.170306
1998,"WI",10.53169,,.6714535,10.27618,1.277547
1999,"WI",10.54793,,.6678391,10.27769,1.35118
2000,"WI",10.56729,11.91543,.6572485,10.24323,1.620317
2001,"WI",10.57178,,.6725597,10.22948,1.711497
2002,"WI",10.5789,,.7052135,10.22294,1.779819
2003,"WI",10.58264,,.7442284,10.2297,1.764703
2004,"WI",10.59714,,.7609606,10.27392,1.616077
2005,"WI",10.59609,,.7771683,10.28414,1.559787
2006,"WI",10.61375,,.7972002,10.31585,1.489501
2007,"WI",10.62723,,.8034134,10.33127,1.479826
2008,"WI",10.62053,,.7839537,10.3402,1.401649
2009,"WI",10.58763,,.7736349,10.36797,1.098275
2010,"WI",10.595,12.06536,.7436466,10.36049,1.172566
1880,"WV",7.598295,,,,
1900,"WV",8.076923,,2.192273,7.598295,2.393141
1920,"WV",8.679425,,2.115207,8.076923,3.012509
1929,"WV",8.723453,,,,
1930,"WV",8.628656,10.81487,,,
1931,"WV",8.581872,,,,
1932,"WV",8.362037,,,,
1933,"WV",8.420907,,,,
1934,"WV",8.58209,,,,
1935,"WV",8.6369,,,,
1936,"WV",8.768156,,,,
1937,"WV",8.803106,,,,
1938,"WV",8.700161,,,,
1939,"WV",8.763438,,,,
1940,"WV",8.804187,10.55917,1.322813,8.679425,.6238079
1941,"WV",8.956755,,,,
1942,"WV",9.061159,,,,
1943,"WV",9.189715,,,,
1944,"WV",9.276759,,,,
1945,"WV",9.33429,,,,
1946,"WV",9.292191,,,,
1947,"WV",9.266196,,,,
1948,"WV",9.261119,,,,
1949,"WV",9.187456,,.5847025,8.723453,2.320018
1950,"WV",9.208461,10.86142,.7314396,8.628656,2.899022
1951,"WV",9.247632,,.6561518,8.581872,3.3288
1952,"WV",9.281672,,.567565,8.362037,4.598174
1953,"WV",9.296824,,.4812193,8.420907,4.379582
1954,"WV",9.248315,,.3646898,8.58209,3.331122
1955,"WV",9.32585,,.2341175,8.6369,3.444748
1956,"WV",9.426956,,.1337051,8.768156,3.294001
1957,"WV",9.4705,,.0820589,8.803106,3.336968
1958,"WV",9.439171,,.0462866,8.700161,3.695049
1959,"WV",9.457612,,-.0349188,8.763438,3.470869
1960,"WV",9.457767,10.98418,-.1436234,8.804187,3.267903
1961,"WV",9.473971,,-.1535273,8.956755,2.586083
1962,"WV",9.517159,,-.0631666,9.061159,2.279997
1963,"WV",9.553786,,.1555109,9.189715,1.820354
1964,"WV",9.604553,,.2539778,9.276759,1.63897
1965,"WV",9.661694,,.226202,9.33429,1.63702
1966,"WV",9.698148,,-.147109,9.292191,2.029786
1967,"WV",9.730603,,-.3096008,9.266196,2.322035
1968,"WV",9.751359,,-.3715515,9.261119,2.4512
1969,"WV",9.767727,,-.5009604,9.187456,2.901354
1970,"WV",9.819709,11.13648,-.6922722,9.208461,3.05624
1971,"WV",9.857018,,-.5699635,9.247632,3.046932
1972,"WV",9.912022,,-.4267216,9.281672,3.151751
1973,"WV",9.939221,,-.3313923,9.296824,3.211989
1974,"WV",9.936167,,-.2446032,9.248315,3.43926
1975,"WV",9.962534,,-.106039,9.32585,3.183422
1976,"WV",10.00136,,.0547314,9.426956,2.872014
1977,"WV",10.03568,,.1670837,9.4705,2.825875
1978,"WV",10.0635,,.200119,9.439171,3.121662
1979,"WV",10.05672,,.2215958,9.457612,2.995534
1980,"WV",10.01985,11.58288,.2585745,9.457767,2.810421
1981,"WV",10.00507,,.3336,9.473971,2.655473
1982,"WV",10.00856,,.3742599,9.517159,2.457018
1983,"WV",10.00184,,.3986502,9.553786,2.240257
1984,"WV",10.03784,,.3510332,9.604553,2.166409
1985,"WV",10.04961,,.3273249,9.661694,1.939588
1986,"WV",10.06395,,.2936077,9.698148,1.829
1987,"WV",10.06381,,.2443075,9.730603,1.666017
1988,"WV",10.09883,,.1870775,9.751359,1.73738
1989,"WV",10.11863,,.1705122,9.767727,1.754537
1990,"WV",10.14064,11.34002,.1297522,9.819709,1.604657
1991,"WV",10.14342,,.0798082,9.857018,1.432004
1992,"WV",10.17769,,.0264788,9.912022,1.328354
1993,"WV",10.17685,,.033803,9.939221,1.188145
1994,"WV",10.19414,,.0175333,9.936167,1.289873
1995,"WV",10.19746,,-.0459814,9.962534,1.174636
1996,"WV",10.2096,,-.1476526,10.00136,1.041212
1997,"WV",10.2294,,-.2323151,10.03568,.9686422
1998,"WV",10.26909,,-.2804136,10.0635,1.027942
1999,"WV",10.27506,,-.3394175,10.05672,1.091695
2000,"WV",10.29403,11.48287,-.3842068,10.01985,1.370912
2001,"WV",10.32719,,-.4066658,10.00507,1.610632
2002,"WV",10.34198,,-.3841829,10.00856,1.667109
2003,"WV",10.33864,,-.3534889,10.00184,1.683998
2004,"WV",10.35236,,-.2972412,10.03784,1.572642
2005,"WV",10.3555,,-.2316809,10.04961,1.529455
2006,"WV",10.38686,,-.1467371,10.06395,1.614542
2007,"WV",10.40521,,-.0637436,10.06381,1.707001
2008,"WV",10.42292,,.0275087,10.09883,1.62045
2009,"WV",10.41509,,.1127625,10.11863,1.482296
2010,"WV",10.41847,11.46802,.1684618,10.14064,1.389151
1880,"WY",8.929676,,,,
1900,"WY",9.054971,,7.465596,8.929676,.6264734
1920,"WY",9.242932,,3.711925,9.054971,.9398079
1929,"WY",9.09831,,,,
1930,"WY",8.978125,10.67135,,,
1931,"WY",8.873252,,,,
1932,"WY",8.735842,,,,
1933,"WY",8.775445,,,,
1934,"WY",8.853652,,,,
1935,"WY",9.019764,,,,
1936,"WY",9.108809,,,,
1937,"WY",9.166672,,,,
1938,"WY",9.109585,,,,
1939,"WY",9.167504,,,,
1940,"WY",9.184876,10.48132,1.257663,9.242932,-.2902794
1941,"WY",9.394944,,,,
1942,"WY",9.486982,,,,
1943,"WY",9.625476,,,,
1944,"WY",9.672626,,,,
1945,"WY",9.677376,,,,
1946,"WY",9.672082,,,,
1947,"WY",9.636927,,,,
1948,"WY",9.628588,,,,
1949,"WY",9.666533,,1.084228,9.09831,2.84111
1950,"WY",9.699135,11.08013,1.246729,8.978125,3.605051
1951,"WY",9.754247,,1.198006,8.873252,4.404974
1952,"WY",9.711114,,1.210465,8.735842,4.876361
1953,"WY",9.713308,,1.159005,8.775445,4.689317
1954,"WY",9.666738,,1.145673,8.853652,4.065428
1955,"WY",9.702021,,1.293941,9.019764,3.411283
1956,"WY",9.738077,,1.311822,9.108809,3.146338
1957,"WY",9.76554,,1.281657,9.166672,2.994342
1958,"WY",9.758035,,1.236205,9.109585,3.242249
1959,"WY",9.794727,,1.274462,9.167504,3.136115
1960,"WY",9.791619,11.46563,1.403284,9.184876,3.033714
1961,"WY",9.811963,,1.513152,9.394944,2.085094
1962,"WY",9.848249,,1.453447,9.486982,1.806335
1963,"WY",9.847002,,1.5589,9.625476,1.107631
1964,"WY",9.854341,,1.726804,9.672626,.9085751
1965,"WY",9.894215,,1.622481,9.677376,1.084194
1966,"WY",9.922887,,1.221313,9.672082,1.254025
1967,"WY",9.965892,,1.146874,9.636927,1.644826
1968,"WY",9.984434,,.9301615,9.628588,1.779232
1969,"WY",10.01839,,.8601999,9.666533,1.759267
1970,"WY",10.04886,11.4261,.7032347,9.699135,1.748624
1971,"WY",10.09106,,.778451,9.754247,1.684046
1972,"WY",10.1568,,.8437872,9.711114,2.228413
1973,"WY",10.23502,,.9879351,9.713308,2.608552
1974,"WY",10.26231,,1.092429,9.666738,2.977872
1975,"WY",10.26384,,1.072888,9.702021,2.809076
1976,"WY",10.27995,,1.185055,9.738077,2.70937
1977,"WY",10.33783,,1.352444,9.76554,2.861433
1978,"WY",10.40343,,1.566482,9.758035,3.226953
1979,"WY",10.41161,,1.725149,9.794727,3.084397
1980,"WY",10.3891,12.03321,1.7974,9.791619,2.98738
1981,"WY",10.38408,,1.889048,9.811963,2.860599
1982,"WY",10.36568,,2.095923,9.848249,2.587147
1983,"WY",10.28446,,2.089868,9.847002,2.187276
1984,"WY",10.29679,,1.991754,9.854341,2.212272
1985,"WY",10.31421,,2.044325,9.894215,2.099972
1986,"WY",10.30333,,2.140918,9.922887,1.902232
1987,"WY",10.27047,,1.964464,9.965892,1.522889
1988,"WY",10.26663,,1.80758,9.984434,1.410961
1989,"WY",10.31969,,1.65813,10.01839,1.506524
1990,"WY",10.35624,11.59156,1.534433,10.04886,1.536889
1991,"WY",10.35225,,1.503015,10.09106,1.305952
1992,"WY",10.36241,,1.478972,10.1568,1.028056
1993,"WY",10.36948,,1.458998,10.23502,.6723166
1994,"WY",10.37736,,1.378584,10.26231,.5752563
1995,"WY",10.37871,,1.215262,10.26384,.5743647
1996,"WY",10.38975,,1.053214,10.27995,.549016
1997,"WY",10.4341,,.8670139,10.33783,.4813766
1998,"WY",10.48858,,.6507063,10.40343,.425787
1999,"WY",10.53113,,.4234028,10.41161,.59762
2000,"WY",10.57139,11.76573,.2077246,10.3891,.9114695
2001,"WY",10.60803,,.0298595,10.38408,1.119719
2002,"WY",10.6137,,-.0634241,10.36568,1.240129
2003,"WY",10.6444,,-.0679731,10.28446,1.799726
2004,"WY",10.68845,,.0415277,10.29679,1.958251
2005,"WY",10.73995,,.1426411,10.31421,2.128682
2006,"WY",10.82191,,.2655411,10.30333,2.592888
2007,"WY",10.83378,,.5729485,10.27047,2.816563
2008,"WY",10.87534,,.8021927,10.26663,3.043575
2009,"WY",10.7512,,.9999371,10.31969,2.157564
2010,"WY",10.75634,12.04898,1.092277,10.35624,2.000489
